Title,DateTime,Post Number,
#KalypoChallenge in #Ghana #Kalypo,10/12/16 4:31 PM,115,
Some #Kalypo tunes! #KalypoChallenge in #Ghana,10/12/16 4:32 PM,1090,
No Sulfur matter biaa :)   #KalypoChallenge  #Kalypo,10/12/16 4:34 PM,59,
Hehe...The struggle for that final sip of #Kalypo #KalypoChallenge #ThatKroooohhhSound,10/12/16 4:36 PM,90,
When the mouth alone is not enough!!#KalypoChallenge,10/12/16 4:38 PM,71,
#KalypoChallenge,10/12/16 4:44 PM,126,
#Telemo #KalypoChallenge #Kalypo,10/12/16 4:46 PM,241,
"Finally, a place to fill your tank up! :) #KalypoChallenge  #Kalypo",10/12/16 4:52 PM,34,
"Finally, a place to fill your tank up! :) #KalypoChallenge  #Kalypo",10/12/16 4:52 PM,1096,
#KalypoChallenge in #Ghana #Kalypo,10/12/16 4:53 PM,2201,
#KalypoChallenge,10/12/16 4:54 PM,162,
#KalypoChallenge,10/12/16 5:02 PM,130,
Lolz.... #KalypoChallenge  #Kalypo #Kalyposfesto,10/12/16 5:04 PM,64,
#KalypoChallenge #Kalypo,10/12/16 5:05 PM,209,
,10/12/16 5:12 PM,238,
#KalypoChallenge in #Ghana #Kalypo,10/12/16 5:20 PM,26,
#KalypoChallenge in #Ghana #Kalypo,10/12/16 5:32 PM,24,
#KalypoChallenge #Kalypo,10/12/16 5:33 PM,124,
#kalypochallenge,10/12/16 6:11 PM,457,
#KalyppoChallenge #Kalyppo,10/12/16 6:43 PM,508,
Surprise surprise..guess who took the #kalypochallenge,10/12/16 7:18 PM,9,
Surprise surprise..guess who took the #kalypochallenge,10/12/16 7:18 PM,1059,
"Herrrrr, Nana do all..... Man every single thing from Gh hits, why ?",10/12/16 7:21 PM,675,
And the #kalypochallenge ends today!  repost via @instarepost20 from @beatrixfitmum Day 5!!!!! The Cutenesity Kalyppo Challenge comes to an end today 😌😌We decided to go for the Fruitimix and our beautiful Red 'Smarties ' bow.we just went with the flow😍😍😍 #kalyppoiscute #cutenesitygiveaway  we've really had fun with the challenge 😁😁😁#finaldayofthechallenge #instarepost20,10/12/16 7:28 PM,268,
Surprise surprise..guess who took the #kalypochallenge As for this di33 don't say it's photoshop wai,10/12/16 7:29 PM,255,
We win already 😂,10/12/16 7:36 PM,692,
Philip Wright kalypo dey trend for Hollywood all oooo i can't think far 😂 😂 😂 😂,10/12/16 7:37 PM,807,
What is this #KalypoChallenge all about?,10/12/16 7:38 PM,352,
Nikky Minaj takes on the Kalypo Challenge currently going viral in Ghana,10/12/16 7:41 PM,923,
Lady d kalypo,10/12/16 7:43 PM,579,
Loool,10/12/16 7:45 PM,749,
"so wit all dis #kalypochallenge tin, if NPP loses the election dier, teasing go be wat? i go laff enter anoda kalypo inside",10/12/16 8:11 PM,409,
😂😂😂😝😝 Ama Ghana 🇬🇭 do all ✌🏾️✌🏾️✌🏾️,10/12/16 8:52 PM,726,
What is all about this #KalypoChallenge?,10/12/16 8:53 PM,172,
Still kalypo challenge is on....,10/12/16 9:10 PM,166,
Kalynaj,10/12/16 9:56 PM,847,
Nicky Minaj 4 Kalyppo...,10/13/16 6:23 AM,709,
Kalyppo challenge get far ooo,10/13/16 7:14 AM,552,
"Just When We Thought It's All Over. Kalypo bow tie designer takes a step further.  Whiles others are seeing the #Kalypochallenge as strength, weakness or threat others are seeing it as an opportunity to create brand awareness. Somehow, we say it's a smart move. 😃😃😃 __________________________👑_______________________________ #ghanafashion #ghfashionmarketing  #accra #ghana #gh #africa  _____________________________________________________________ ""YOUR HOME OF #MADEINGHANA  #AF...ROCENTRIC & #AFRICANINSPIRED PRODUCTS"" 📞 +233245987987  ______________________________________________________________  #eshop #fashionmarketing #ghfashiontv #africanfashion #ghanafashionmarket  #marketing #fashion  #art #culture _____________________________________________________________ See More",10/13/16 7:37 AM,563,
#believeinghana......buy made in Ghana produce for Economic Transformation and more employment,10/13/16 8:56 AM,128,
"Every organisation has its code of conduct and rules and regulations that guides its management and staff. As we follow the trending story of the soldier who is currently being investigated for participating in the #kalypochallenge, today on Joy News Interactive, we're asking if you know the rules and regulations of the organisation you work for.",10/13/16 9:08 AM,265,
We are making a mark. The kalypo challenge is on.am part of it tooo,10/13/16 10:35 AM,970,
When is the #KalypoChallenge  app coming out ? When is the kalypo 1 litre too dropping into the market? Ur super cocoa season so look sharp,10/13/16 11:28 AM,303,
These Girls ain't loyal.... they would rather support #Kalypochallenge and ignore #NoBraDay like it's nothing. It's so not fair.,10/13/16 12:08 PM,245,
#KalypoChallenge versus #NoBraDay pictures,10/13/16 5:40 PM,391,
#challenge accepted_ kalypo challenge,10/13/16 8:31 PM,998,
I know YAANOM will say PHOTOSHOP,10/13/16 10:05 PM,742,
Nana and Nikki do all...,10/14/16 2:17 AM,526,
Oh nicki6,10/14/16 7:16 AM,894,
#KALYPPO #KalypoChallenge  KINDLY LISTEN AND DOWNLOAD HERE https://t.co/fB6xTR2qUC https://t.co/atzOukSQoA,10/14/16 12:13 PM,745,
I don't have a problem with the #kalypochallenge ... my problem is with some of you. The way you sip the kalypo tells me you'll pass it on to your friends to use it.,10/14/16 4:01 PM,317,
photoshop,10/14/16 6:06 PM,759,
letz join the Kalypo challenge,10/15/16 4:42 PM,773,
Retweeted King Ckamz (@Ckamelien):,10/16/16 5:41 PM,561,
#KalypoChallenge~#Accepted,10/16/16 10:18 PM,715,
Lemme check if #KalypoChallenge is still trending. 😂😂😂😂😂😂😂😂😂😂😂😂😂 #NanaB3ba,10/17/16 2:20 AM,572,
Still Kalypo challenge for change! Nana always a pacesetter. Traveling mercies. Very tired after a day's business.,10/17/16 1:27 PM,534,
Wish me,10/18/16 11:19 AM,354,
"The “Kalyppo Fever” started some couple of weeks ago when the Presidential Nominee of the opposition New Patriotic Party, Nana AddoDanquahAkuffoAddo was spotted on Facebook sipping onto a pack of Kalyppo fruit juice. The picture then went viral with some other party executives of the NPP also splashing social media with pictures of them sipping onto the product.After about three weeks, the pictures on Facebook showing people sipping the fruit juice are uncountable.The challenge which is named the ‘KalypoChallenge’ has caught on with a number of people believed to be pro-NPP. [ 1,023 more word ]",10/18/16 7:57 PM,891,
Niceeee...more to come....,10/19/16 10:59 AM,396,
How far with the #KalypoChallenge?,10/19/16 12:23 PM,233,
"The foolishness in this pepple is from hair to toe, everybody has his or her own share. A whole chief of staff, this is for the lowest foot soldier. Still #kalypochallenge #NANABEBA #CHANGEISCOMING",10/20/16 9:59 AM,392,
"The #kalypochallenge is a case study for earned media. The challenge is, how can Kalypo use it to grow their business. #Definingdigital",10/21/16 5:22 PM,297,
3no na 3w)so)😜😜😜#KalypoChallenge #NanaB3ba2016,10/21/16 6:35 PM,833,
#kalypochallenge Hope he will go according to his manifesto,10/22/16 10:07 AM,53,
President on Kalypo challenge,10/22/16 11:09 AM,996,
A small girl I saw in church with the kalypo challenge,10/23/16 11:38 AM,789,
#Kalypo challenge #,10/23/16 1:00 PM,793,
Am here to Announced the Winner of #Kalypochallenge.... 😂😂😂😂,10/25/16 9:41 PM,176,
After the #KalypoChallenge comes the #GreenBookChallenge.  Ghana is indeed an interesting place,10/26/16 7:49 PM,248,
Hands Down. Winner of the kalypo challenge! He's done it all!,10/27/16 2:08 PM,834,
So I decided to start my kalypo campaign challenge after the whole thing went down! #changeiscoming!,10/27/16 4:31 PM,805,
My wildest kalypo challenge,10/27/16 9:03 PM,991,
Good morning fellas  Promote made in Goods Ghana  #stolen  #kalypochallenge,10/28/16 6:34 AM,322,
Obiaaaa Ba Ny3 #kalypochallenge SiW,10/28/16 12:27 PM,737,
【明明是要嘲弄總統候選人，抹黑卻適得其反變爆紅】 近日，批評者們為了嘲弄民調領先的反對派總統候選人阿庫佛．艾杜，用推特散播一張他喝著卡力波果汁的照片，結果弄巧成拙，這張照片反而引起社群之間超夯的「卡力波挑戰」... #非洲 #迦納 #總統大選 #KalypoChallengeSee Translation,10/31/16 2:57 AM,691,
【嘲弄不成，反讓他成為網絡風潮】 ／批評者們為了嘲弄民調領先的反對派總統候選人，散播了一張他喝著卡力波果汁（Kalyppo）的照片——卡力波果汁是一個廣受當地學童歡迎的飲品。 然而，阿庫佛．艾杜的支持者讓那張照片變成一個突然爆紅的網路活動——卡力波挑戰（#KalypoChallenge）......／See Translation,10/31/16 5:00 AM,707,
"Where are the neutrals?!  The NPP was tagged as unserious because they posted selfies of taking Kalypo. The 'neutrals' said, instead of doing that, they could use that little time to explain their programs and policies. Note, no NPP official talked about Kalypo on a campaign platform at the time. It was just selfies circulating on Facebook.  Since then, no less a person than the Chief of Staff of the republic used 'precious campaign time' to caution citizens of the dangers of... contracting a disease known as 'kalypolitis'.  Not only that, former National organizer of the NDC, Mr Yaw Boateng Gyan also on a campaign platform, instead of sending his government's message, said that if Nana Addo can drink Kalypo, then he will suck breast when voted for.  Again, Ms Ama Benyiwaa Doe, former central regional minister and currently a member of the council of state also stated that only unserious adults drink Kalypo.  My question to the so called 'neutrals' is that, have they heard these statements from the NDC campaign platforms?? Can the neutrals also tell us what the policies and programs of the NDC are for the next 4years?? Have they heard the NDC propose any policies yet? Why then are our neutrals not seeking programs and policies from the NDC?! Why are they not telling them that it is waste of precious campaign time to talk about Kalypo on campaign platforms?? Or there are no more neutrals in the country??  Please credit us with some intelligence. You are not any neutral biara. You are just a disappointed NDC person who lacks the courage to admit it.  It's not too late though. You can join the wind of change.  #KalypoChallenge See More",10/31/16 6:43 AM,877,
By virtue of power vested in me I declare Hon Daniel Nii Kwartei Titus - Glover Mp for Tema East 'Winner' for the kalypo challenge and by the same power in vested in me I have ended the Kalypo challenge before things get out of hands. Thank you,11/4/16 10:35 AM,825,
#KalypoChallenge.#Changelscoming.#GabianaforMP.#Ayarigaisafailure.!!!!,11/5/16 4:26 PM,582,
#KalypoChallenge.#Changelscoming.#GabianaforMP.#Ayarigaisafailure.!!!!!,11/5/16 4:26 PM,645,
#KalypoChallenge.#Changelscoming.#GabianaforMP.#Ayarigaisafailure.!!!!!,11/5/16 4:26 PM,698,
"""J'adore quand les gens tournent leur ""malheur"" en un grand succès. C'est ce que le NPP a fait avec ce KalypoChallenge."" (par Kofi Yeboah, traduit par Abdoulaye Bah) https://fr.globalvoices.org/2016/11/06/202852/",11/6/16 7:17 PM,186,
Change oooo Change,11/6/16 10:23 PM,832,
The kalypo challenge for the week....,11/9/16 11:49 AM,924,
This attitude of Ghanaian business personal should change .so just cos of this #kalypochallenge thing . the price of Kalypo has now increased and we wud later turn to blame government 4 economic hardships.  Total #nonsense,11/9/16 4:06 PM,117,
Is the Kalypo challenge over???  I want someone to dare me😂😂😂😂😂😂😂.. ,11/16/16 6:29 PM,506,
"Earlier on today at the premises of the our lady  school in Nyanshegu.Working for party and mother Ghana,  #KalypoChallenge #ChangeIsComing #NPP #Victory",11/19/16 1:06 PM,88,
Join the kalypo challenge tomorrow,11/22/16 12:42 PM,925,
"Remember,Tomorrow Wednesday is Kalypo challenge day. #KalypoChallenge #ChangeIsComing #teamExcellenceMorla",11/22/16 8:07 PM,615,
"Accounting to the people tour didn't let Ghanaians see the good works of Mahama, Ovation Magazine could not help, Mr Beautiful is not comedian enough so we as Ghanaians need Osuofia to open our closed eyes to see the good work of president Mahama...... Lol... I laugh enter ballot box #JMTwaso #Nanab3ba #Afoley4Krowor #Kalypochallenge... #PatronizemadeinGh See More",11/22/16 9:38 PM,188,
Today.is kalypo wednesday ,11/23/16 7:53 AM,8,
Today.is kalypo wednesday ,11/23/16 7:53 AM,1056,
#TBT  Kalypo Challenge 😂😂😂 * *Efyah Kalypoypo you own this waii 😂😂😂👌👌,11/24/16 2:23 PM,934,
Missed the Kalypo challenge roffff!!! Wish it's back again.,11/30/16 6:40 PM,926,
